"Date","Price","Open","High","Low","Vol.","Change %"
"02/25/2013","8.1450","8.2406","8.3032","8.1340","","-0.91%"
"02/22/2013","8.2197","8.2294","8.2590","8.1961","","-0.11%"
"02/21/2013","8.2291","8.2863","8.2948","8.2131","","-0.65%"
"02/20/2013","8.2826","8.3608","8.3889","8.2779","","-0.91%"
"02/19/2013","8.3590","8.3349","8.3655","8.3230","","0.32%"
"02/18/2013","8.3325","8.3195","8.3515","8.3086","","0.04%"
"02/15/2013","8.3288","8.3248","8.3475","8.2930","","0.08%"
"02/14/2013","8.3220","8.3827","8.3865","8.2983","","-0.71%"
"02/13/2013","8.3812","8.3849","8.4273","8.3678","","0.01%"
"02/12/2013","8.3806","8.3544","8.3992","8.3297","","0.29%"
"02/11/2013","8.3563","8.3273","8.3690","8.3248","","0.33%"
"02/08/2013","8.3288","8.3491","8.3706","8.3223","","-0.25%"
"02/07/2013","8.3494","8.4249","8.4628","8.3329","","-0.89%"
"02/06/2013","8.4244","8.4623","8.4748","8.4091","","-0.40%"
"02/05/2013","8.4586","8.4239","8.4707","8.3822","","0.41%"
"02/04/2013","8.4240","8.4971","8.5067","8.4171","","-0.89%"
"02/01/2013","8.4996","8.4439","8.5394","8.4405","","0.64%"
"01/31/2013","8.4455","8.4397","8.4541","8.4206","","0.09%"
"01/30/2013","8.4380","8.3991","8.4525","8.3851","","0.47%"
"01/29/2013","8.3982","8.3728","8.4019","8.3493","","0.32%"
"01/28/2013","8.3710","8.3713","8.3868","8.3536","","0.01%"
"01/25/2013","8.3700","8.3180","8.3852","8.3044","","0.66%"
"01/24/2013","8.3152","8.2821","8.3279","8.2615","","0.39%"
"01/23/2013","8.2827","8.2854","8.3044","8.2479","","-0.01%"
"01/22/2013","8.2839","8.2824","8.3180","8.2518","","0.06%"
"01/21/2013","8.2790","8.2699","8.2944","8.2677","","0.05%"
"01/18/2013","8.2749","8.3161","8.3304","8.2541","","-0.47%"
"01/17/2013","8.3136","8.2605","8.3223","8.2491","","0.64%"
"01/16/2013","8.2604","8.2669","8.2838","8.2412","","-0.06%"
"01/15/2013","8.2657","8.3176","8.3273","8.2433","","-0.63%"
"01/14/2013","8.3185","8.3072","8.3314","8.2936","","0.33%"
"01/11/2013","8.2910","8.2526","8.3084","8.2346","","0.53%"
"01/10/2013","8.2473","8.1333","8.2570","8.1145","","1.38%"
"01/09/2013","8.1349","8.1414","8.1541","8.1168","","-0.11%"
"01/08/2013","8.1440","8.1717","8.1835","8.1262","","-0.32%"
"01/07/2013","8.1699","8.1492","8.1735","8.1091","","0.32%"
"01/04/2013","8.1436","8.1324","8.1557","8.0981","","0.18%"
"01/03/2013","8.1290","8.2134","8.2187","8.1293","","-1.05%"
"01/02/2013","8.2150","8.2255","8.2863","8.1969","","-0.02%"
"01/01/2013","8.2169","8.2178","8.2374","8.2118","","-0.04%"
"12/31/2012","8.2200","8.2346","8.2477","8.2062","","-0.22%"
"12/28/2012","8.2384","8.2370","8.2848","8.2044","","-0.20%"
"12/27/2012","8.2550","8.2443","8.2848","8.2331","","0.12%"
"12/26/2012","8.2453","8.2194","8.2649","8.2100","","0.30%"
"12/25/2012","8.2210","8.2225","8.2340","8.2100","","0.00%"
"12/24/2012","8.2207","8.2068","8.2496","8.2034","","0.10%"
"12/21/2012","8.2121","8.2507","8.2572","8.1953","","-0.45%"
"12/20/2012","8.2494","8.2427","8.2837","8.2169","","0.04%"
"12/19/2012","8.2457","8.2433","8.2916","8.2393","","0.07%"
"12/18/2012","8.2396","8.2089","8.2511","8.1969","","0.39%"
"12/17/2012","8.2072","8.2210","8.2316","8.1904","","-0.07%"
"12/14/2012","8.2132","8.1493","8.2226","8.1430","","0.80%"
"12/13/2012","8.1478","8.1738","8.1757","8.1271","","-0.24%"
"12/12/2012","8.1671","8.1239","8.1876","8.1107","","0.57%"
"12/11/2012","8.1210","8.0632","8.1304","8.0565","","0.70%"
"12/10/2012","8.0642","8.0297","8.0660","8.0133","","0.13%"
"12/07/2012","8.0534","8.0787","8.0819","8.0235","","-0.29%"
"12/06/2012","8.0767","8.1355","8.1521","8.0653","","-0.75%"
"12/05/2012","8.1381","8.1518","8.1705","8.1303","","-0.17%"
"12/04/2012","8.1522","8.1299","8.1611","8.1229","","0.32%"
"12/03/2012","8.1265","8.0819","8.1442","8.0813","","0.35%"
"11/30/2012","8.0982","8.0818","8.1162","8.0748","","0.21%"
"11/29/2012","8.0810","8.0589","8.1057","8.0581","","0.30%"
"11/28/2012","8.0569","8.0514","8.0617","8.0206","","0.11%"
"11/27/2012","8.0477","8.0757","8.0991","8.0361","","-0.32%"
"11/26/2012","8.0736","8.0749","8.0842","8.0583","","-0.07%"
"11/23/2012","8.0792","8.0260","8.0920","8.0151","","0.67%"
"11/22/2012","8.0252","7.9915","8.0366","7.9908","","0.45%"
"11/21/2012","7.9894","7.9880","7.9958","7.9377","","0.02%"
"11/20/2012","7.9881","7.9892","7.9964","7.9576","","0.02%"
"11/19/2012","7.9869","7.9504","7.9930","7.9439","","0.57%"
"11/16/2012","7.9420","7.9669","7.9726","7.9130","","-0.28%"
"11/15/2012","7.9644","7.9284","7.9800","7.9163","","0.45%"
"11/14/2012","7.9288","7.9105","7.9552","7.9068","","0.25%"
"11/13/2012","7.9089","7.9163","7.9245","7.8828","","-0.10%"
"11/12/2012","7.9166","7.9402","7.9548","7.9088","","-0.28%"
"11/09/2012","7.9386","7.9600","7.9820","7.9249","","-0.24%"
"11/08/2012","7.9576","7.9723","7.9804","7.9394","","-0.19%"
"11/07/2012","7.9729","8.0035","8.0409","7.9517","","-0.37%"
"11/06/2012","8.0022","7.9891","8.0119","7.9710","","0.19%"
"11/05/2012","7.9870","8.0026","8.0233","7.9732","","-0.29%"
"11/02/2012","8.0101","8.0760","8.0832","8.0019","","-0.80%"
"11/01/2012","8.0749","8.0822","8.1032","8.0641","","-0.10%"
"10/31/2012","8.0828","8.0886","8.1228","8.0760","","-0.05%"
"10/30/2012","8.0868","8.0560","8.1030","8.0480","","0.39%"
"10/29/2012","8.0554","8.0875","8.0884","8.0447","","-0.39%"
"10/26/2012","8.0868","8.0777","8.0956","8.0496","","0.18%"
"10/25/2012","8.0723","8.1021","8.1308","8.0683","","-0.36%"
"10/24/2012","8.1015","8.1123","8.1268","8.0721","","-0.13%"
"10/23/2012","8.1121","8.1723","8.1789","8.0920","","-0.70%"
"10/22/2012","8.1694","8.1453","8.1835","8.1390","","0.32%"
"10/19/2012","8.1430","8.1676","8.1786","8.1378","","-0.29%"
"10/18/2012","8.1664","8.2037","8.2082","8.1601","","-0.46%"
"10/17/2012","8.2044","8.2032","8.2213","8.1852","","0.16%"
"10/16/2012","8.1910","8.1190","8.1934","8.1154","","0.93%"
"10/15/2012","8.1159","8.1208","8.1393","8.0749","","-0.01%"
"10/12/2012","8.1170","8.1155","8.1430","8.0991","","0.03%"
"10/11/2012","8.1149","8.0816","8.1309","8.0535","","0.41%"
"10/10/2012","8.0820","8.0984","8.1143","8.0715","","-0.19%"
"10/09/2012","8.0972","8.1534","8.1666","8.0852","","-0.67%"
"10/08/2012","8.1516","8.1840","8.1868","8.1343","","-0.47%"
"10/05/2012","8.1899","8.1811","8.2154","8.1655","","0.10%"
"10/04/2012","8.1818","8.1124","8.1903","8.1114","","0.88%"
"10/03/2012","8.1108","8.1177","8.1309","8.0925","","-0.08%"
"10/02/2012","8.1170","8.0985","8.1501","8.0938","","0.23%"
"10/01/2012","8.0982","8.0737","8.1322","8.0464","","0.26%"
"09/28/2012","8.0776","8.1391","8.1510","8.0678","","-0.76%"
"09/27/2012","8.1392","8.1129","8.1483","8.0849","","0.37%"
"09/26/2012","8.1094","8.1375","8.1436","8.0886","","-0.30%"
"09/25/2012","8.1337","8.1592","8.1801","8.1227","","-0.28%"
"09/24/2012","8.1564","8.1821","8.1846","8.1330","","-0.30%"
"09/21/2012","8.1809","8.1729","8.2275","8.1701","","0.09%"
"09/20/2012","8.1732","8.2302","8.2400","8.1442","","-0.69%"
"09/19/2012","8.2302","8.2436","8.2604","8.1974","","-0.14%"
"09/18/2012","8.2415","8.2857","8.2891","8.2323","","-0.52%"
"09/17/2012","8.2847","8.2895","8.3211","8.2652","","-0.04%"
"09/14/2012","8.2884","8.2194","8.3164","8.2128","","0.86%"
"09/13/2012","8.2181","8.1617","8.2302","8.1384","","0.71%"
"09/12/2012","8.1600","8.1412","8.1850","8.1044","","0.23%"
"09/11/2012","8.1416","8.0872","8.1549","8.0843","","0.73%"
"09/10/2012","8.0828","8.1243","8.1249","8.0834","","-0.58%"
"09/07/2012","8.1296","8.0125","8.1313","8.0056","","1.48%"
"09/06/2012","8.0110","8.0018","8.0248","7.9674","","0.13%"
"09/05/2012","8.0002","7.9753","8.0165","7.9369","","0.32%"
"09/04/2012","7.9744","7.9804","8.0082","7.9687","","-0.09%"
"09/03/2012","7.9817","7.9874","7.9963","7.9643","","-0.04%"
"08/31/2012","7.9850","7.9409","8.0229","7.9309","","0.55%"
"08/30/2012","7.9412","7.9593","7.9786","7.9291","","-0.21%"
"08/29/2012","7.9582","7.9816","7.9870","7.9508","","-0.27%"
"08/28/2012","7.9800","7.9451","7.9905","7.9235","","0.45%"
"08/27/2012","7.9441","7.9491","7.9692","7.9390","","-0.06%"
"08/24/2012","7.9491","7.9830","7.9892","7.9317","","-0.39%"
"08/23/2012","7.9800","7.9583","7.9998","7.9545","","0.31%"
"08/22/2012","7.9553","7.9260","7.9644","7.8955","","0.38%"
"08/21/2012","7.9252","7.8506","7.9381","7.8486","","0.94%"
"08/20/2012","7.8517","7.8478","7.8664","7.8185","","0.13%"
"08/17/2012","7.8413","7.8661","7.8737","7.8131","","-0.29%"
"08/16/2012","7.8644","7.8169","7.8769","7.8041","","0.60%"
"08/15/2012","7.8175","7.8341","7.8548","7.8020","","-0.20%"
"08/14/2012","7.8332","7.8446","7.8779","7.8315","","-0.15%"
"08/13/2012","7.8448","7.8150","7.8723","7.7977","","0.36%"
"08/10/2012","7.8170","7.8239","7.8344","7.7854","","-0.09%"
"08/09/2012","7.8240","7.8666","7.8779","7.8003","","-0.49%"
"08/08/2012","7.8628","7.8930","7.8985","7.8421","","-0.36%"
"08/07/2012","7.8910","7.9022","7.9220","7.8809","","-0.13%"
"08/06/2012","7.9015","7.9003","7.9299","7.8649","","0.11%"
"08/03/2012","7.8925","7.7578","7.8977","7.7463","","1.75%"
"08/02/2012","7.7569","7.7884","7.8989","7.7259","","-0.38%"
"08/01/2012","7.7868","7.8233","7.8572","7.7807","","-0.48%"
"07/31/2012","7.8245","7.8206","7.8446","7.7870","","0.05%"
"07/30/2012","7.8209","7.8523","7.8558","7.7987","","-0.51%"
"07/27/2012","7.8610","7.8398","7.9062","7.8112","","0.28%"
"07/26/2012","7.8394","7.7627","7.8713","7.7357","","1.01%"
"07/25/2012","7.7613","7.7041","7.7752","7.6967","","0.76%"
"07/24/2012","7.7024","7.7348","7.7591","7.6897","","-0.48%"
"07/23/2012","7.7393","7.7259","7.7562","7.7064","","-0.09%"
"07/20/2012","7.7462","7.8250","7.8269","7.7403","","-1.00%"
"07/19/2012","7.8245","7.8223","7.8524","7.7928","","0.02%"
"07/18/2012","7.8230","7.8309","7.8433","7.7809","","-0.11%"
"07/17/2012","7.8318","7.8256","7.8549","7.7675","","0.09%"
"07/16/2012","7.8250","7.8193","7.8400","7.7656","","0.14%"
"07/13/2012","7.8142","7.7748","7.8193","7.7581","","0.51%"
"07/12/2012","7.7747","7.7940","7.8010","7.7543","","-0.25%"
"07/11/2012","7.7939","7.7986","7.8315","7.7771","","-0.06%"
"07/10/2012","7.7989","7.8464","7.8523","7.7884","","-0.61%"
"07/09/2012","7.8470","7.8105","7.8528","7.8003","","0.35%"
"07/06/2012","7.8194","7.8764","7.8947","7.8025","","-0.70%"
"07/05/2012","7.8747","7.9518","7.9651","7.8580","","-0.94%"
"07/04/2012","7.9496","8.0078","8.0091","7.9391","","-0.71%"
"07/03/2012","8.0066","7.9882","8.0223","7.9775","","0.23%"
"07/02/2012","7.9882","8.0523","8.0526","7.9791","","-0.66%"
"06/29/2012","8.0416","7.9094","8.0650","7.9036","","1.71%"
"06/28/2012","7.9062","7.9278","7.9677","7.8838","","-0.25%"
"06/27/2012","7.9261","7.9482","7.9649","7.9109","","-0.26%"
"06/26/2012","7.9469","7.9552","7.9724","7.9161","","-0.11%"
"06/25/2012","7.9558","7.9902","7.9991","7.9355","","-0.54%"
"06/22/2012","7.9988","7.9867","8.0099","7.9683","","0.22%"
"06/21/2012","7.9816","8.0798","8.0834","7.9756","","-1.20%"
"06/20/2012","8.0785","8.0618","8.1048","8.0372","","0.22%"
"06/19/2012","8.0609","7.9949","8.0901","7.9888","","0.82%"
"06/18/2012","7.9956","8.0986","8.1152","7.9828","","-0.59%"
"06/15/2012","8.0427","8.0440","8.0623","8.0149","","-0.05%"
"06/14/2012","8.0468","8.0023","8.0511","7.9893","","0.60%"
"06/13/2012","7.9988","7.9670","8.0326","7.9480","","0.37%"
"06/12/2012","7.9692","7.9402","7.9829","7.9262","","0.33%"
"06/11/2012","7.9433","8.0634","8.0708","7.9430","","-0.37%"
"06/08/2012","7.9724","7.9948","8.0027","7.9218","","-0.24%"
"06/07/2012","7.9912","8.0052","8.0348","7.9757","","-0.11%"
"06/06/2012","7.9998","7.9289","8.0103","7.9174","","0.90%"
"06/05/2012","7.9288","7.9519","7.9831","7.9021","","-0.29%"
"06/04/2012","7.9518","7.9186","7.9621","7.8845","","0.43%"
"06/01/2012","7.9179","7.8719","7.9348","7.8269","","0.62%"
"05/31/2012","7.8693","7.8621","7.9161","7.8567","","0.08%"
"05/30/2012","7.8628","7.9271","7.9319","7.8589","","-0.89%"
"05/29/2012","7.9335","7.9575","7.9821","7.9110","","-0.29%"
"05/28/2012","7.9565","7.9733","8.0068","7.9465","","0.22%"
"05/25/2012","7.9394","7.9565","7.9971","7.9277","","-0.17%"
"05/24/2012","7.9532","7.9746","8.0075","7.9402","","-0.22%"
"05/23/2012","7.9704","8.0213","8.0372","7.9470","","-0.55%"
"05/22/2012","8.0147","8.1081","8.1112","8.0033","","-1.13%"
"05/21/2012","8.1062","8.0891","8.1156","8.0519","","0.22%"
"05/18/2012","8.0884","8.0255","8.0970","8.0012","","0.76%"
"05/17/2012","8.0277","8.0399","8.0614","8.0121","","-0.11%"
"05/16/2012","8.0364","8.0443","8.0672","8.0198","","-0.08%"
"05/15/2012","8.0429","8.1071","8.1306","8.0371","","-0.78%"
"05/14/2012","8.1064","8.1294","8.1489","8.1042","","-0.52%"
"05/11/2012","8.1490","8.1660","8.1771","8.1496","","-0.22%"
"05/10/2012","8.1669","8.1599","8.1961","8.1555","","0.09%"
"05/09/2012","8.1596","8.2003","8.2047","8.1469","","-0.49%"
"05/08/2012","8.1999","8.2368","8.2421","8.1889","","-0.40%"
"05/07/2012","8.2330","8.2174","8.2421","8.1701","","-0.19%"
"05/04/2012","8.2489","8.2927","8.3109","8.2482","","-0.50%"
"05/03/2012","8.2901","8.2973","8.3110","8.2583","","-0.06%"
"05/02/2012","8.2950","8.3528","8.3559","8.2770","","-0.67%"
"05/01/2012","8.3511","8.3559","8.3824","8.3316","","-0.03%"
"04/30/2012","8.3536","8.3547","8.3720","8.3338","","-0.09%"
"04/27/2012","8.3611","8.3164","8.3742","8.2990","","0.40%"
"04/26/2012","8.3282","8.3362","8.3612","8.3224","","-0.08%"
"04/25/2012","8.3351","8.3226","8.3449","8.3050","","0.17%"
"04/24/2012","8.3211","8.3002","8.3380","8.2916","","0.31%"
"04/23/2012","8.2957","8.3226","8.3346","8.2671","","-0.53%"
"04/20/2012","8.3403","8.2799","8.3450","8.2782","","0.71%"
"04/19/2012","8.2812","8.2695","8.2991","8.2385","","0.14%"
"04/18/2012","8.2695","8.2720","8.2816","8.2302","","-0.03%"
"04/17/2012","8.2720","8.2939","8.3014","8.2513","","-0.29%"
"04/16/2012","8.2964","8.2342","8.3042","8.1987","","0.68%"
"04/13/2012","8.2405","8.3150","8.3268","8.2366","","-0.90%"
"04/12/2012","8.3156","8.2685","8.3342","8.2627","","0.56%"
"04/11/2012","8.2692","8.2546","8.2996","8.2457","","0.18%"
"04/10/2012","8.2540","8.2673","8.2932","8.2387","","-0.15%"
"04/09/2012","8.2660","8.2598","8.2865","8.2185","","0.12%"
"04/06/2012","8.2560","8.2451","8.2707","8.2316","","0.12%"
"04/05/2012","8.2464","8.2743","8.3080","8.2279","","-0.34%"
"04/04/2012","8.2743","8.3316","8.3376","8.2541","","-0.70%"
"04/03/2012","8.3329","8.3882","8.4195","8.3216","","-0.67%"
"04/02/2012","8.3888","8.4116","8.4283","8.3631","","-0.17%"
"03/30/2012","8.4028","8.3852","8.4273","8.3820","","0.20%"
"03/29/2012","8.3858","8.3943","8.4197","8.3565","","-0.09%"
"03/28/2012","8.3937","8.3972","8.4345","8.3712","","-0.06%"
"03/27/2012","8.3991","8.4311","8.4431","8.3950","","-0.41%"
"03/26/2012","8.4336","8.3659","8.4424","8.3305","","0.81%"
"03/23/2012","8.3659","8.3124","8.3837","8.2973","","0.64%"
"03/22/2012","8.3124","8.3509","8.3729","8.2735","","-0.51%"
"03/21/2012","8.3547","8.3620","8.4038","8.3319","","-0.07%"
"03/20/2012","8.3607","8.3692","8.3819","8.3303","","-0.09%"
"03/19/2012","8.3686","8.3324","8.3865","8.3080","","0.49%"
"03/16/2012","8.3280","8.2778","8.3380","8.2495","","0.60%"
"03/15/2012","8.2784","8.2492","8.3038","8.2332","","0.37%"
"03/14/2012","8.2479","8.2727","8.2918","8.2381","","-0.34%"
"03/13/2012","8.2758","8.3172","8.3410","8.2581","","-0.50%"
"03/12/2012","8.3178","8.2724","8.3252","8.2572","","0.48%"
"03/09/2012","8.2777","8.3881","8.3908","8.2651","","-1.26%"
"03/08/2012","8.3837","8.2947","8.3962","8.2877","","1.03%"
"03/07/2012","8.2979","8.2720","8.3079","8.2635","","0.33%"
"03/06/2012","8.2702","8.3367","8.3474","8.2649","","-0.75%"
"03/05/2012","8.3323","8.3071","8.3510","8.2990","","0.24%"
"03/02/2012","8.3121","8.3867","8.4006","8.3056","","-0.90%"
"03/01/2012","8.3873","8.3861","8.4147","8.3682","","0.01%"
"02/29/2012","8.3861","8.4808","8.4914","8.3800","","-1.12%"
"02/28/2012","8.4815","8.4411","8.4865","8.4339","","0.46%"
"02/27/2012","8.4430","8.4785","8.4895","8.4224","","-0.36%"
"02/24/2012","8.4734","8.4217","8.4938","8.4124","","0.61%"
"02/23/2012","8.4217","8.3384","8.4252","8.3305","","1.00%"
"02/22/2012","8.3384","8.3321","8.3531","8.3181","","0.05%"
"02/21/2012","8.3346","8.3454","8.3741","8.3093","","-0.11%"
"02/20/2012","8.3436","8.3039","8.3668","8.2978","","0.72%"
"02/17/2012","8.2838","8.2756","8.3139","8.2618","","0.08%"
"02/16/2012","8.2769","8.2307","8.2931","8.1758","","0.55%"
"02/15/2012","8.2313","8.2681","8.3124","8.2179","","-0.38%"
"02/14/2012","8.2631","8.3073","8.3271","8.2395","","-0.53%"
"02/13/2012","8.3073","8.3191","8.3661","8.3051","","0.06%"
"02/10/2012","8.3021","8.3606","8.3692","8.2867","","-0.73%"
"02/09/2012","8.3631","8.3449","8.3866","8.3182","","0.25%"
"02/08/2012","8.3424","8.3586","8.3665","8.3212","","-0.22%"
"02/07/2012","8.3612","8.2902","8.3673","8.2557","","0.93%"
"02/06/2012","8.2845","8.2635","8.2961","8.2235","","0.02%"
"02/03/2012","8.2830","8.2823","8.3238","8.2355","","-0.01%"
"02/02/2012","8.2836","8.2994","8.3245","8.2456","","-0.17%"
"02/01/2012","8.2975","8.2515","8.3377","8.2140","","0.60%"
"01/31/2012","8.2477","8.3151","8.3409","8.2282","","-0.81%"
"01/30/2012","8.3151","8.3741","8.3809","8.2816","","-0.73%"
"01/27/2012","8.3760","8.2988","8.3796","8.2830","","0.96%"
"01/26/2012","8.2962","8.2975","8.3514","8.2909","","-0.05%"
"01/25/2012","8.3007","8.2500","8.3112","8.1901","","0.67%"
"01/24/2012","8.2456","8.2500","8.2741","8.2045","","-0.07%"
"01/23/2012","8.2513","8.1506","8.2681","8.1522","","0.75%"
"01/20/2012","8.1898","8.1896","8.2213","8.1637","","0.04%"
"01/19/2012","8.1864","8.1139","8.1943","8.1052","","0.88%"
"01/18/2012","8.1146","8.0404","8.1203","8.0373","","0.90%"
"01/17/2012","8.0423","7.9976","8.0875","7.9894","","0.56%"
"01/16/2012","7.9976","7.9695","8.0151","7.9656","","0.07%"
"01/13/2012","7.9922","8.1006","8.1280","7.9618","","-1.36%"
"01/12/2012","8.1025","8.0243","8.1160","8.0221","","0.99%"
"01/11/2012","8.0231","8.0650","8.0780","7.9968","","-0.52%"
"01/10/2012","8.0650","8.0602","8.0950","8.0464","","0.08%"
"01/09/2012","8.0589","8.0065","8.0741","7.9915","","0.42%"
"01/06/2012","8.0248","8.0575","8.0845","8.0110","","-0.36%"
"01/05/2012","8.0537","8.1458","8.1571","8.0471","","-1.12%"
"01/04/2012","8.1452","8.2137","8.2287","8.1180","","-0.82%"
"01/03/2012","8.2124","8.1400","8.2307","8.1392","","0.93%"
"01/02/2012","8.1369","8.1430","8.1630","8.1300","","-0.10%"
"12/30/2011","8.1449","8.1890","8.1932","8.1224","","-0.53%"
"12/29/2011","8.1884","8.1782","8.1929","8.1241","","0.14%"
"12/28/2011","8.1770","8.2609","8.2741","8.1616","","-1.01%"
"12/27/2011","8.2603","8.2531","8.2746","8.2413","","0.13%"
"12/26/2011","8.2493","8.2652","8.2745","8.2396","","-0.19%"
